Run,Raw_Material_USD_kWh,CVD_Coating_USD_kWh,Cell_Assembly_USD_kWh,BOS_USD_kWh,Overhead_USD_kWh,Cumulative_Production_GWh,Learning_Rate,LR_Multiplier,Total_System_Cost_USD_kWh
5812,36.98,48.33,18.79,18.51,21.41,84.06,0.1269,0.8775,126.39
5813,37.13,23.19,32.48,12.3,9.31,22.85,0.1483,0.8978,102.71
5814,38.78,24.03,26.31,15.88,19.35,3.8,0.1287,0.9562,118.9
5815,35.92,26.34,31.4,24.43,13.61,17.02,0.1683,0.8943,117.79
5816,46.45,25.59,16.08,23.07,17.01,46.51,0.1642,0.8623,110.55
5817,44.07,68.36,29.39,20.84,11.65,18.51,0.1276,0.9177,159.97
5818,38.61,54.01,25.94,23.21,18.26,42.49,0.1579,0.8706,139.33
5819,35.68,42.58,23.75,20.3,12.36,22.1,0.1133,0.9227,124.26
5820,35.47,29.75,30.73,13.16,12.29,32.51,0.1919,0.8537,103.63
5821,43.51,34.12,28.89,15.55,18.79,95.28,0.1951,0.8065,113.6
5822,40.45,65.83,25.89,21.96,10.94,9.17,0.1963,0.9011,148.74
5823,41.59,30.92,14.18,13.03,12.67,49.48,0.1698,0.8554,96.13
5824,46.87,22.77,23.4,16.79,19.28,86.52,0.148,0.8563,110.56
5825,39.57,48.52,29.53,17.15,16.15,39.34,0.194,0.8442,127.41
5826,50.96,31.85,21.87,21.02,17.01,98.19,0.1048,0.8954,127.79
5827,23.98,32.65,26.52,19.19,13.51,18.92,0.1475,0.9042,104.75
5828,29.48,31.99,28.26,20.75,10.95,5.32,0.1819,0.9272,112.58
5829,54.48,32.9,31.29,21.91,14.56,5.15,0.1453,0.9427,146.25
5830,36.82,42.7,26.11,21.43,13.38,63.11,0.1829,0.8347,117.23
5831,42.37,30.98,20.39,23.45,13.41,38.66,0.1967,0.8428,110.07
5832,50.02,39.59,31.19,20.67,14.4,64.23,0.1248,0.8868,138.23
5833,42.75,53.14,23.8,16.03,16.04,93.21,0.1181,0.8835,134.07
5834,47.3,63.21,27.57,15.01,12.84,70.43,0.1948,0.8195,135.98
5835,44.92,24.39,21.8,21.61,16.36,81.17,0.1224,0.8829,113.97
5836,47.86,52.65,18.5,19.57,18.61,25.37,0.1628,0.8843,139.01
5837,43.94,55.07,18.75,19.94,16.48,29.56,0.1441,0.893,137.69
5838,45.85,57.97,32.11,17.35,19.04,46.49,0.1358,0.8862,152.71
5839,35.36,35.7,24.8,19.72,18.0,3.55,0.113,0.9628,128.61
5840,44.18,31.81,28.63,13.91,17.87,46.47,0.1571,0.8683,118.44
5841,39.68,18.87,35.31,14.37,13.24,74.64,0.131,0.877,106.52
5842,39.3,36.42,29.68,31.72,17.9,38.36,0.145,0.8844,137.1
5843,26.57,71.4,34.5,11.36,15.01,64.81,0.1648,0.8502,135.03
5844,36.63,39.69,19.74,15.82,19.43,24.99,0.1988,0.8593,112.83
5845,38.92,32.11,25.02,15.29,19.96,53.57,0.1347,0.8831,115.95
5846,52.45,44.14,20.56,15.29,17.67,52.84,0.1391,0.8796,132.03
5847,37.77,21.77,19.66,18.13,15.71,47.45,0.1387,0.8831,99.83
5848,42.26,31.38,21.96,14.73,16.09,66.32,0.1452,0.8673,109.64
5849,51.0,48.49,21.27,22.79,15.69,87.92,0.1535,0.8504,135.42
5850,30.1,43.77,22.07,20.31,12.61,86.23,0.1031,0.9,115.97
5851,36.94,28.65,25.44,21.79,12.14,4.83,0.1842,0.9295,116.15
5852,47.04,71.44,26.62,20.98,16.94,6.43,0.1586,0.9309,170.38
5853,59.75,19.52,29.88,17.17,12.96,11.99,0.1425,0.9207,128.24
5854,24.12,39.67,27.83,16.84,15.79,90.34,0.1002,0.9018,112.04
5855,39.06,49.11,34.77,25.26,13.89,7.97,0.1291,0.9385,152.13
5856,45.03,57.37,35.56,20.45,12.13,59.11,0.1291,0.8852,150.96
5857,46.73,36.75,22.53,20.48,12.94,63.99,0.1693,0.8466,118.04
5858,57.97,47.54,26.27,20.39,21.72,59.95,0.116,0.8965,155.89
5859,34.84,35.06,25.1,20.35,12.95,73.62,0.1097,0.8973,115.12
5860,38.12,68.22,19.91,14.19,13.03,35.67,0.1735,0.8643,132.65
5861,26.98,39.83,29.58,21.5,12.29,72.08,0.1481,0.862,112.21
5862,41.02,55.66,29.13,30.25,15.64,67.45,0.1764,0.8381,143.91
5863,44.09,22.05,28.52,20.28,14.22,16.94,0.1213,0.9239,119.34
5864,56.74,33.44,29.69,26.93,9.87,49.28,0.1149,0.9022,141.35
5865,53.63,43.43,21.89,20.58,19.56,81.81,0.1068,0.8976,142.79
5866,52.13,43.28,31.56,21.21,8.12,49.17,0.1404,0.8807,137.64
5867,34.44,27.88,31.3,21.29,12.14,51.19,0.1505,0.8707,110.64
5868,43.41,16.63,14.25,12.24,14.03,96.8,0.1461,0.8546,85.94
5869,43.11,17.31,22.82,13.95,17.29,24.95,0.1755,0.8759,100.28
5870,43.74,23.96,27.5,19.29,13.06,71.44,0.1637,0.8478,108.13
5871,39.66,106.73,39.34,26.92,12.95,64.16,0.1337,0.8787,198.23
5872,49.05,10.39,26.32,18.15,15.47,96.63,0.1497,0.8511,101.6
5873,37.15,32.73,26.7,22.08,13.58,57.3,0.1259,0.8889,117.55
5874,42.64,31.12,23.73,16.26,10.96,11.58,0.1577,0.9133,113.9
5875,51.63,35.6,24.62,23.79,18.56,98.05,0.1112,0.889,137.09
5876,57.23,33.86,32.71,14.11,16.83,24.96,0.1063,0.9248,143.11
5877,33.37,23.65,25.56,24.32,17.64,29.61,0.1718,0.8724,108.65
5878,44.4,52.61,32.48,19.84,15.56,40.11,0.1704,0.8625,142.21
5879,43.63,18.22,23.94,19.25,14.68,78.36,0.1588,0.8492,101.67
5880,49.76,73.94,27.08,22.76,19.19,1.72,0.1301,0.9717,187.29
5881,53.07,41.93,15.98,25.4,12.77,84.53,0.1165,0.8874,132.36
5882,37.33,24.31,22.14,13.76,16.51,96.35,0.1449,0.8559,97.62
5883,39.4,26.55,23.49,22.75,15.54,74.71,0.1112,0.8955,114.38
5884,40.59,55.31,24.78,13.38,15.3,2.3,0.1644,0.9574,142.99
5885,43.83,20.46,24.47,17.32,10.51,95.66,0.1531,0.848,98.87
5886,46.61,35.7,24.25,9.92,12.13,1.8,0.1437,0.9679,124.49
5887,37.0,34.57,31.28,18.92,20.54,67.9,0.103,0.9054,128.84
5888,54.86,34.2,22.76,20.8,16.83,1.1,0.1701,0.9726,145.35
5889,25.37,43.53,28.27,23.84,11.49,31.08,0.1877,0.8586,113.76
5890,30.45,45.3,25.23,21.27,9.88,75.23,0.1696,0.8404,111.04
5891,44.86,41.29,23.46,20.21,11.59,94.13,0.1541,0.8476,119.85
5892,38.69,54.8,35.72,23.72,12.33,3.58,0.1747,0.9423,155.71
5893,35.47,38.8,28.12,25.39,16.98,82.77,0.1735,0.8332,120.61
5894,47.68,28.64,24.41,24.2,9.38,47.78,0.1741,0.8531,114.57
5895,46.5,22.26,28.14,28.34,19.92,58.78,0.1224,0.8913,129.37
5896,49.99,35.88,27.94,17.87,16.29,41.41,0.1132,0.9079,134.33
5897,31.72,40.91,24.55,25.12,18.61,34.26,0.1123,0.9131,128.66
5898,46.5,17.26,20.11,14.13,15.24,19.12,0.1086,0.9292,105.22
5899,46.42,41.79,23.1,15.02,14.48,36.76,0.1881,0.8516,119.91
5900,31.94,24.7,9.56,19.95,13.35,88.92,0.1504,0.853,84.87
5901,40.31,24.41,21.89,18.09,13.56,9.6,0.1184,0.9393,111.08
5902,47.75,37.17,28.29,22.82,15.82,96.48,0.1421,0.8586,130.39
5903,50.74,15.11,26.49,21.83,15.82,15.45,0.1074,0.9347,121.5
5904,38.83,62.44,23.67,26.31,11.37,5.72,0.1187,0.9509,154.62
5905,31.21,50.4,27.4,22.17,7.54,54.97,0.175,0.8471,117.5
5906,52.26,21.75,29.83,21.88,14.18,99.95,0.1588,0.8409,117.64
5907,40.32,32.46,25.65,15.45,19.27,79.6,0.1159,0.8895,118.44
5908,24.89,37.2,23.71,18.99,13.92,42.51,0.1587,0.87,103.28
5909,38.08,25.94,23.84,23.71,6.08,79.71,0.1547,0.8525,100.3
5910,49.06,28.69,20.57,31.75,16.45,83.56,0.1661,0.8399,123.06
5911,30.25,33.32,29.05,16.63,14.21,24.45,0.1947,0.8632,106.57
5912,40.94,34.84,35.39,24.71,12.33,5.64,0.1147,0.9528,141.22
5913,37.38,33.19,18.69,20.07,8.7,90.86,0.1894,0.814,96.08
5914,39.7,35.8,22.29,20.48,16.15,22.13,0.1273,0.9132,122.75
5915,36.51,40.66,26.55,16.72,17.32,49.62,0.1329,0.8867,122.16
5916,44.03,30.6,23.47,18.09,14.2,23.1,0.1471,0.8983,117.13
5917,38.22,41.62,28.14,19.64,11.83,36.29,0.1771,0.8608,120.05
5918,45.25,55.88,20.68,23.54,8.11,64.27,0.1712,0.8447,129.63
5919,37.06,41.94,14.68,26.03,22.61,55.36,0.148,0.8704,123.88
5920,48.95,70.23,29.7,18.07,14.82,93.5,0.1814,0.8208,149.2
5921,40.1,19.97,28.85,17.79,16.9,38.4,0.1614,0.8713,107.7
5922,30.34,27.72,29.29,23.01,14.45,44.97,0.1941,0.8387,104.68
5923,33.15,40.48,34.81,19.01,14.64,1.56,0.1464,0.9702,137.86
5924,30.74,38.57,22.61,24.28,14.42,29.36,0.1754,0.87,113.63
5925,31.19,29.99,34.27,22.55,16.32,72.94,0.1065,0.9005,120.95
5926,29.49,44.72,32.61,17.63,17.32,71.99,0.1321,0.8769,124.32
5927,31.31,38.04,23.52,23.69,16.61,18.47,0.1916,0.8765,116.73
5928,39.96,56.03,19.18,21.99,18.03,98.54,0.1517,0.8485,131.67
5929,45.91,22.91,20.1,19.1,16.0,45.67,0.1951,0.8371,103.82
5930,29.18,35.79,28.42,21.86,14.83,26.69,0.1006,0.9274,120.63
5931,33.56,29.3,19.74,16.04,15.06,73.01,0.1471,0.8625,98.06
5932,46.42,49.32,26.16,18.38,14.41,60.75,0.1727,0.8454,130.78
5933,38.74,43.55,23.92,23.15,17.5,45.92,0.1328,0.889,130.56
5934,26.31,28.87,26.3,18.92,9.41,80.87,0.1464,0.8599,94.43
5935,40.3,52.23,29.58,21.8,16.26,62.4,0.1167,0.8949,143.34
5936,42.9,34.69,27.03,14.18,14.47,96.79,0.1433,0.8574,114.27
5937,42.51,21.29,29.35,19.75,14.96,83.21,0.1507,0.8549,109.32
5938,57.97,31.62,34.61,20.97,15.96,55.28,0.16,0.8599,138.57
5939,33.97,88.47,15.42,17.51,15.88,64.76,0.1462,0.8671,148.49
5940,48.8,32.44,26.39,20.45,17.22,52.64,0.1212,0.8952,130.06
5941,39.8,38.48,24.78,20.9,14.8,45.74,0.1961,0.8363,116.04
5942,43.75,39.27,25.06,15.9,14.33,67.12,0.1775,0.8373,115.79
5943,34.79,34.4,14.75,8.66,13.91,23.67,0.1812,0.8739,93.07
5944,34.62,64.6,26.08,16.37,13.79,29.18,0.1637,0.8789,136.63
5945,29.99,46.93,22.47,11.58,12.23,21.57,0.184,0.8755,107.86
5946,28.26,45.44,28.52,22.9,19.75,59.25,0.1587,0.8587,124.4
5947,45.37,31.43,37.84,24.53,13.72,90.69,0.1813,0.8221,125.7
5948,35.71,46.22,19.5,15.31,8.8,96.2,0.1932,0.8079,101.43
5949,60.36,30.94,26.82,15.75,14.35,19.5,0.1091,0.9285,137.62
5950,36.21,41.52,16.05,18.5,11.41,23.21,0.1708,0.8818,109.08
5951,45.38,79.93,25.74,17.33,14.75,48.4,0.1354,0.8853,162.14
5952,40.44,65.37,29.75,16.99,13.37,59.99,0.1336,0.8807,146.12
5953,25.4,33.4,27.42,13.11,13.74,49.92,0.1144,0.9024,102.04
5954,29.23,38.28,31.82,19.78,16.81,30.45,0.1963,0.853,115.94
5955,27.92,22.56,28.35,16.32,15.92,71.3,0.1746,0.8377,93.03
5956,51.75,31.76,16.27,13.7,18.45,18.78,0.1065,0.931,122.82
5957,50.39,14.38,34.4,18.04,20.25,9.92,0.1456,0.9244,127.06
5958,55.42,50.44,17.59,20.53,15.62,21.81,0.1436,0.9025,144.05
5959,22.24,25.94,34.24,19.1,14.57,89.46,0.1095,0.8928,103.65
5960,29.05,33.68,28.4,22.01,16.12,21.13,0.1672,0.8875,114.71
5961,44.84,29.2,26.83,27.76,12.37,46.51,0.1163,0.9025,127.24
5962,33.86,52.85,33.62,19.8,12.52,25.69,0.1145,0.9184,140.19
5963,45.55,60.52,27.92,25.61,13.21,92.02,0.1387,0.8635,149.22
5964,36.44,61.55,29.88,14.32,14.31,80.55,0.1215,0.8839,138.33
5965,35.62,21.0,25.97,6.71,13.07,38.39,0.1884,0.8497,86.99
5966,25.47,45.47,21.87,16.6,18.17,81.22,0.1767,0.8308,105.99
5967,35.39,24.7,19.78,18.36,16.77,97.6,0.1757,0.8249,94.86
5968,42.97,37.14,35.54,15.19,13.42,59.43,0.1539,0.8629,124.49
5969,32.1,51.45,32.63,22.47,7.93,22.64,0.1501,0.8969,131.46
5970,40.55,31.53,24.37,17.52,14.57,35.54,0.1762,0.8623,110.85
5971,31.63,38.23,21.9,19.3,17.59,52.66,0.1755,0.8482,109.11
5972,33.8,27.33,33.03,19.85,16.2,59.02,0.1319,0.8827,114.94
5973,34.36,54.16,29.74,24.86,14.53,81.85,0.1273,0.8779,138.41
5974,43.72,32.09,30.41,17.54,13.79,47.6,0.1243,0.8952,123.13
5975,46.87,28.27,31.63,18.02,14.41,5.32,0.1835,0.9265,128.96
5976,54.71,40.1,31.03,24.91,11.07,7.42,0.1372,0.9365,151.55
5977,46.23,50.58,34.81,25.88,14.25,90.93,0.1731,0.83,142.56
5978,42.91,20.03,29.25,25.86,9.14,63.3,0.1411,0.8724,110.97
5979,54.2,42.03,18.41,25.66,10.09,80.56,0.1422,0.8641,129.95
5980,42.2,28.67,23.33,10.66,15.81,68.86,0.1577,0.8545,103.12
5981,44.91,45.7,27.53,16.07,14.71,90.32,0.1722,0.8312,123.79
5982,47.65,28.45,26.69,28.2,11.19,2.79,0.1281,0.9629,136.91
5983,41.39,24.78,29.05,22.27,17.6,46.02,0.1863,0.8442,114.05
5984,39.46,26.35,25.22,27.05,14.38,14.28,0.1431,0.9153,121.23
5985,38.67,37.4,17.76,23.6,16.32,50.45,0.1356,0.884,118.23
5986,35.42,43.36,26.49,22.09,17.79,90.37,0.1257,0.8768,127.26
5987,36.03,27.26,15.99,22.23,12.46,40.65,0.1318,0.8932,101.81
5988,48.5,35.78,16.49,19.39,10.72,12.12,0.1789,0.9,117.79
5989,31.23,27.04,27.66,20.16,13.32,23.08,0.1083,0.9252,110.47
5990,41.1,30.13,20.37,15.5,12.64,51.11,0.1153,0.901,107.9
5991,39.81,28.73,22.88,17.8,15.1,65.28,0.1366,0.8756,108.86
5992,28.6,26.37,27.49,18.25,15.99,1.1,0.1166,0.9812,114.51
5993,46.71,21.49,22.25,21.49,13.27,39.4,0.159,0.8723,109.22
5994,29.31,33.98,27.08,22.91,17.44,65.04,0.1766,0.8393,109.7
5995,34.04,55.06,31.0,23.78,20.12,65.39,0.1155,0.8948,146.74
5996,39.32,36.21,20.8,27.62,10.35,61.57,0.1357,0.8781,117.93
5997,51.92,31.07,22.21,23.78,12.2,2.71,0.1971,0.9439,133.25
5998,44.17,48.31,28.18,23.16,14.15,83.62,0.1258,0.8788,138.82
5999,42.49,28.75,22.82,14.69,12.6,75.36,0.1257,0.8816,106.98
6000,50.81,37.81,28.15,13.56,16.17,24.75,0.1138,0.9197,134.74
6001,37.89,18.79,27.58,21.45,11.93,46.17,0.1032,0.9137,107.47
6002,55.99,34.94,23.35,18.79,12.95,94.03,0.1147,0.8866,129.46
6003,44.03,30.64,31.64,20.59,19.2,61.4,0.129,0.8842,129.18
6004,41.07,16.62,19.0,15.62,18.9,74.69,0.1737,0.8368,93.05
6005,25.63,29.26,28.06,20.04,18.57,73.17,0.1618,0.8487,103.16
6006,47.81,13.68,14.42,18.02,12.53,56.21,0.1149,0.899,95.71
6007,44.3,27.64,25.47,21.85,17.07,52.39,0.1561,0.8651,117.93
6008,38.22,42.64,25.3,22.41,18.12,93.13,0.1698,0.8324,122.11
6009,35.96,24.35,18.97,21.28,11.81,50.45,0.1858,0.841,94.51
6010,56.11,26.34,32.67,15.5,8.96,14.11,0.1962,0.8843,123.43
6011,33.62,19.05,19.52,19.45,16.86,62.78,0.1702,0.8464,91.84
6012,42.79,39.28,23.31,26.77,9.25,36.08,0.1898,0.8511,120.34
6013,40.28,29.32,30.9,17.97,12.89,5.55,0.1303,0.9469,124.38
6014,45.51,34.44,26.13,17.31,9.91,35.22,0.1656,0.8709,116.08
6015,24.62,55.42,23.07,23.09,15.09,96.67,0.1585,0.8423,119.01
6016,45.38,23.46,22.01,17.76,20.84,71.96,0.1338,0.8754,113.31
6017,52.8,58.04,25.11,16.4,17.21,45.69,0.1228,0.8975,152.18
6018,24.78,31.6,23.05,17.25,19.51,89.37,0.1016,0.9007,104.65
6019,32.41,53.3,25.58,23.88,16.57,42.02,0.1096,0.9104,138.15
6020,44.52,33.46,21.77,19.23,10.16,72.02,0.1269,0.8818,113.88
6021,38.93,18.2,29.43,23.24,14.72,94.01,0.1936,0.8086,100.69
6022,45.44,21.3,21.84,24.73,15.89,4.57,0.1297,0.9516,122.94
6023,45.95,31.53,17.55,18.27,16.56,87.35,0.1614,0.8429,109.46
6024,41.8,17.99,39.09,19.36,17.96,29.81,0.1004,0.9252,126.02
6025,54.1,43.26,30.01,19.06,12.62,51.52,0.1637,0.8592,136.67
6026,46.02,48.59,21.64,16.81,15.53,61.53,0.1766,0.8414,125.01
6027,29.39,19.34,20.58,24.01,14.23,41.04,0.1862,0.8489,91.3
6028,45.61,31.23,28.44,18.31,17.49,45.85,0.1199,0.8999,126.95
6029,39.74,33.72,21.77,15.85,14.87,29.11,0.1114,0.9176,115.58
6030,44.38,46.1,30.2,26.83,15.16,79.0,0.1476,0.8596,139.83
6031,49.34,41.24,27.59,19.09,15.28,20.95,0.1619,0.8914,135.99
6032,52.92,29.66,26.45,19.75,16.09,56.2,0.1386,0.8782,127.23
6033,40.67,19.88,25.95,17.7,15.03,43.78,0.117,0.9034,107.71
6034,46.71,35.02,32.31,15.4,18.78,58.7,0.1791,0.841,124.65
6035,31.36,33.23,24.0,14.03,10.0,55.36,0.1591,0.8607,96.94
6036,36.29,25.21,25.7,23.46,17.67,37.39,0.1772,0.8596,110.33
6037,35.5,81.65,21.22,17.74,16.28,58.94,0.1808,0.8393,144.67
6038,48.27,37.51,28.03,11.56,15.77,32.36,0.1755,0.8663,122.26
6039,53.82,26.99,20.68,16.73,14.27,34.74,0.1178,0.9085,120.36
6040,65.51,27.98,31.11,18.86,20.4,51.41,0.1025,0.9119,149.42
6041,46.89,48.83,31.59,17.03,14.99,43.17,0.1196,0.9016,143.66
6042,48.99,56.31,16.69,21.99,18.79,81.4,0.1973,0.811,132.02
6043,26.16,44.8,30.13,18.31,20.76,69.64,0.1671,0.8455,118.51
6044,25.7,52.56,18.79,23.43,12.88,9.19,0.1992,0.8996,119.97
6045,33.05,21.33,22.84,23.46,14.58,3.79,0.1137,0.9613,110.8
6046,29.97,34.37,24.89,15.99,10.33,48.06,0.184,0.8445,97.57
6047,44.09,22.09,22.74,17.08,11.77,39.46,0.153,0.8771,103.3
6048,53.89,48.27,23.22,24.22,16.82,17.38,0.1884,0.8809,146.6
6049,40.1,50.11,29.05,21.14,14.65,20.62,0.1576,0.8948,138.74
6050,34.75,23.56,30.35,22.78,13.3,9.46,0.1663,0.9152,114.17
6051,42.44,27.54,24.43,22.8,22.32,1.64,0.1663,0.965,134.64
6052,34.25,23.81,24.99,17.28,14.21,62.77,0.1902,0.8284,94.88
6053,35.66,38.3,28.16,29.98,11.11,18.33,0.1284,0.9174,131.38
6054,38.44,33.62,19.74,23.94,12.26,98.67,0.1352,0.8649,110.7
6055,43.1,35.54,25.19,18.3,15.52,35.46,0.1074,0.9161,126.11
6056,26.67,30.71,23.88,24.14,16.02,19.56,0.1534,0.8993,109.19
6057,23.76,72.85,26.41,19.54,12.85,23.05,0.1393,0.9038,140.47
6058,33.12,51.38,19.17,20.48,12.63,65.55,0.1582,0.8558,117.06
6059,44.18,33.04,26.82,17.52,12.84,44.11,0.1939,0.8396,112.85
6060,29.88,18.98,26.42,16.45,19.64,2.77,0.1204,0.9653,107.5
6061,54.67,17.77,34.9,23.1,19.15,9.68,0.1599,0.9178,137.29
6062,46.82,18.32,18.53,17.21,14.93,33.32,0.1162,0.9108,105.48
6063,45.35,41.7,36.57,16.9,16.0,14.2,0.1289,0.9238,144.6
6064,46.84,32.78,34.62,18.72,15.42,4.09,0.1592,0.9437,140.03
6065,43.41,57.29,31.42,15.69,13.4,89.26,0.1383,0.8648,139.41
6066,44.06,46.62,22.47,20.2,17.24,63.75,0.1347,0.878,132.23
6067,49.94,14.35,29.92,17.93,10.01,38.33,0.1859,0.8518,104.03
6068,48.0,25.2,16.37,24.0,16.13,98.95,0.187,0.813,105.44
6069,42.4,17.89,14.82,24.11,18.32,99.59,0.1554,0.8444,99.25
6070,55.39,29.8,22.12,19.94,12.47,71.21,0.1878,0.8255,115.33
6071,40.62,39.63,20.14,16.66,13.71,54.01,0.1492,0.8702,113.78
6072,36.36,36.07,15.18,19.18,7.88,61.42,0.1824,0.8362,95.89
6073,28.13,34.75,33.1,18.52,12.34,60.82,0.1929,0.8272,104.94
6074,34.22,21.89,21.42,26.33,20.25,26.96,0.1405,0.8984,111.49
6075,49.62,88.19,27.33,18.66,9.21,56.35,0.1146,0.8993,173.57
6076,39.73,37.2,39.07,20.91,12.54,11.81,0.1087,0.9398,140.45
6077,43.83,65.64,24.44,22.58,19.34,8.17,0.1404,0.9325,163.96
6078,40.65,48.53,18.57,25.81,14.31,30.21,0.1719,0.8715,128.87
6079,30.38,44.66,34.33,18.59,12.97,28.24,0.1032,0.9243,130.27
6080,37.7,44.68,24.27,14.13,15.44,78.97,0.1333,0.8732,118.94
6081,33.33,28.03,29.24,20.49,13.13,7.57,0.1752,0.9182,114.07
6082,36.52,27.64,11.4,24.54,12.99,5.24,0.133,0.9471,107.11
6083,32.9,33.62,26.48,21.53,15.62,43.15,0.1421,0.8831,114.95
6084,43.86,32.79,24.69,17.8,13.59,71.02,0.1027,0.9046,120.07
6085,46.5,13.12,23.16,18.65,15.82,96.97,0.182,0.8188,96.01
6086,40.28,34.78,29.84,16.57,20.66,30.21,0.1607,0.8799,125.07
6087,24.08,43.98,21.63,19.09,17.39,5.28,0.1987,0.9207,116.17
6088,29.18,20.79,23.61,16.52,15.89,82.44,0.1619,0.8444,89.49
6089,45.17,22.82,25.52,21.56,14.19,63.73,0.1364,0.8765,113.29
6090,33.96,35.92,29.33,22.0,10.37,84.16,0.1989,0.808,106.33
6091,33.96,41.26,23.76,20.34,18.66,6.76,0.1361,0.9394,129.63
6092,40.55,32.74,24.21,23.51,13.98,21.37,0.1692,0.8858,119.57
6093,33.7,40.19,24.17,24.91,12.11,90.42,0.1234,0.879,118.74
6094,23.03,36.91,24.14,25.77,10.58,85.23,0.1986,0.8078,97.28
6095,32.6,30.01,18.41,20.51,15.28,45.59,0.1603,0.8663,101.2
6096,36.77,34.51,28.79,17.83,15.36,86.88,0.1907,0.8146,108.56
6097,35.56,34.57,29.13,11.23,13.05,73.45,0.1156,0.8918,110.16
6098,45.61,35.32,16.87,18.18,17.44,81.29,0.1608,0.846,112.88
6099,40.71,32.97,22.74,14.9,15.85,24.52,0.1633,0.8851,112.55
6100,40.14,40.11,31.61,20.11,11.94,27.6,0.1802,0.8688,125.04
6101,49.26,51.14,25.53,23.25,10.12,77.38,0.1056,0.9,143.37
6102,27.52,41.65,23.4,22.97,14.48,85.64,0.1848,0.8209,106.73
6103,52.52,13.9,19.43,23.3,13.43,78.76,0.168,0.8402,102.99
6104,53.21,20.1,31.29,14.04,16.22,20.21,0.1028,0.9318,125.67
6105,39.07,44.35,21.49,14.11,17.5,92.23,0.1314,0.8706,118.86
6106,36.86,25.27,28.43,25.14,18.52,97.61,0.1418,0.8587,115.25
6107,50.74,55.98,34.61,11.91,11.91,6.55,0.192,0.9157,151.22
6108,37.89,19.38,25.62,22.79,13.61,89.05,0.1318,0.8712,103.92
6109,42.83,48.69,32.11,19.24,13.07,76.25,0.1444,0.8637,134.67
6110,42.23,24.67,27.34,18.66,11.44,20.07,0.147,0.9027,112.23
6111,43.91,54.84,30.05,20.79,17.64,21.62,0.1055,0.9286,155.28
6112,31.2,26.05,23.75,27.24,14.72,25.22,0.145,0.8971,110.3
6113,43.52,23.77,20.6,16.82,17.56,5.3,0.1376,0.945,115.56
6114,32.94,36.15,22.69,18.39,14.58,31.9,0.1233,0.9064,113.09
6115,35.21,19.46,23.23,24.49,17.11,81.22,0.1137,0.8911,106.48
6116,47.43,23.95,26.35,16.49,13.26,22.14,0.1536,0.8952,114.12
6117,35.97,49.53,28.57,23.39,11.51,24.12,0.154,0.8922,132.91
6118,34.9,62.56,17.25,19.82,16.58,72.91,0.1667,0.8442,127.56
6119,41.63,31.96,25.81,11.03,11.36,73.47,0.16,0.8503,103.56
6120,50.77,28.71,26.58,20.46,12.66,40.76,0.1836,0.8512,118.47
6121,59.24,19.03,25.26,20.36,15.7,84.19,0.1582,0.8473,118.28
6122,49.14,45.11,19.78,20.86,13.68,37.21,0.1264,0.9,133.73
6123,49.03,29.33,27.06,22.77,17.47,23.14,0.1895,0.869,126.58
6124,39.81,21.57,26.87,22.38,13.02,24.84,0.1199,0.9153,113.17
6125,60.48,39.11,29.14,20.02,10.58,26.12,0.1036,0.9258,147.49
6126,41.59,20.65,23.9,24.58,14.31,17.98,0.1905,0.8782,109.8
6127,39.71,37.2,26.51,18.51,7.23,12.08,0.127,0.9291,120.01
6128,43.06,29.92,27.81,21.16,14.04,15.47,0.1136,0.9309,126.6
6129,42.12,37.79,25.24,16.5,11.24,23.66,0.1453,0.8989,119.45
6130,29.49,19.57,18.32,11.76,17.18,77.07,0.1786,0.831,80.04
6131,34.42,37.89,13.67,16.87,15.54,14.76,0.1287,0.9229,109.27
6132,43.04,17.19,20.94,20.4,16.67,45.25,0.1235,0.8972,106.09
6133,33.69,39.01,16.47,13.58,17.52,15.43,0.168,0.8979,107.99
6134,45.18,33.77,26.26,16.43,17.08,41.93,0.1655,0.8649,119.99
6135,40.29,16.54,19.9,26.9,16.91,15.98,0.1797,0.8895,107.21
6136,47.49,34.81,21.72,18.86,17.32,32.55,0.1852,0.8587,120.4
6137,39.01,46.28,33.86,21.81,17.8,11.16,0.1501,0.9185,145.83
6138,43.85,29.31,23.03,16.53,11.24,77.86,0.1858,0.8238,102.12
6139,25.51,20.8,30.93,14.5,17.24,5.76,0.1951,0.9191,100.16
6140,27.12,29.48,25.2,15.94,15.58,90.61,0.1778,0.8256,93.56
6141,33.57,14.13,17.81,24.25,16.18,76.11,0.1377,0.8701,92.18
6142,42.49,39.72,24.79,18.83,19.83,54.24,0.1469,0.872,127.02
6143,33.75,47.28,13.41,20.49,16.3,25.61,0.1346,0.9041,118.64
6144,45.82,29.01,26.1,17.16,14.37,10.02,0.104,0.9458,125.29
6145,43.09,31.56,20.33,22.97,9.75,81.58,0.1396,0.8662,110.63
6146,36.33,54.63,24.9,25.62,14.16,58.67,0.1815,0.8388,130.56
6147,41.79,64.76,21.72,28.99,16.54,43.69,0.1287,0.8938,155.34
6148,36.45,46.88,30.92,22.6,12.24,50.12,0.1458,0.8754,130.52
6149,42.52,23.33,25.22,16.13,18.47,41.93,0.1818,0.8515,107.01
6150,35.92,57.4,23.43,12.5,20.08,45.89,0.1771,0.8521,127.23
6151,43.17,44.8,22.53,25.28,15.51,19.3,0.1465,0.9042,136.8
